latitude,longitude,crime_type,crime_severity,hour,area,is_night
17.32107554942394,78.3187835365424,Drug Offense,6.6,13,Unknown,0
17.370602542765972,78.48950017419199,Drug Offense,9.9,17,Charminar,0
17.504030809040767,78.36163628854884,Cybercrime,6.5,8,Miyapur,0
17.342912702552706,78.54863280857415,Cybercrime,4.9,13,LB Nagar,0
17.430502147675757,78.42487475657714,Robbery,6.3,15,Jubilee Hills,0
17.405649405469283,78.34362635011585,Drug Offense,9.9,10,Financial District,0
17.306055785772784,78.38803926468145,Pickpocketing,7.7,8,Unknown,0
17.42315517956754,78.50619285621407,Robbery,2.3,23,Secunderabad,1
17.42929694583227,78.34278248098441,Drug Offense,9.0,23,Gachibowli,1
17.36240169451025,78.51613131513405,Vehicle Theft,5.2,21,Unknown,1
17.360455675070362,78.55362798833602,Pickpocketing,5.6,2,LB Nagar,1
17.409408814581273,78.42596696835075,Theft,3.1,22,Banjara Hills,1
17.421725434973585,78.43630237734723,Chain Snatching,6.5,2,Ameerpet,1
17.436682733805572,78.35050678705494,Assault,2.3,14,Nanakramguda,0
17.49488312273937,78.38321468853607,Chain Snatching,9.9,20,Kukatpally,1
17.358142104858672,78.45011665714243,Chain Snatching,5.7,6,Unknown,0
17.258589889136484,78.42779077715728,Eve Teasing,3.6,2,Shamshabad,1
17.379630703014083,78.53701866343164,Chain Snatching,8.4,19,Dilsukhnagar,0
17.418619546508587,78.39727948358731,Drug Offense,2.8,20,Raidurg,1
17.525949205679087,78.45574638753172,Theft,9.9,10,Unknown,0
17.41082441845108,78.32921095658254,Pickpocketing,9.0,1,Nanakramguda,1
17.346435547485616,78.46189003946382,Assault,8.3,6,Charminar,0
17.329824342978434,78.54616068745212,Theft,6.3,12,LB Nagar,0
17.42189319266692,78.3060926388506,Eve Teasing,5.1,9,Unknown,0
17.43855544095298,78.40005035729804,Pickpocketing,4.4,19,Jubilee Hills,0
17.36878107318598,78.4923669061528,Vandalism,8.1,9,Charminar,0
17.515601834097726,78.35760887729748,Cybercrime,6.1,20,Miyapur,1
17.444251557632175,78.36353911292959,Robbery,9.0,10,Hitech City,0
17.35505947133487,78.33950219015959,Robbery,8.6,21,Unknown,1
17.37779622918716,78.52446688636816,Chain Snatching,5.5,6,Dilsukhnagar,0
17.40292509336228,78.39601467261515,Vandalism,6.2,0,Tolichowki,1
17.45855850770881,78.35886204520432,Vandalism,3.8,15,Gachibowli,0
17.499407379996335,78.37929730558837,Theft,3.0,18,Miyapur,0
17.446014252192402,78.39171271940624,Robbery,5.9,7,Hitech City,0
17.463475343194478,78.52990750876222,Cybercrime,3.5,0,Unknown,1
17.421892861799986,78.32693675959553,Cybercrime,8.7,4,Financial District,1
17.247001610669265,78.45417279665841,Cybercrime,2.8,17,Unknown,0
17.396125741617077,78.43568539277753,Drug Offense,5.7,15,Tolichowki,0
17.404328101438328,78.33507486314136,Drug Offense,5.0,23,Financial District,1
17.422017260042217,78.36073702280942,Assault,9.0,6,Nanakramguda,0
17.499357432638014,78.33997607492027,Cybercrime,7.8,2,Miyapur,1
17.347373660158144,78.53109447933046,Robbery,4.5,4,Dilsukhnagar,1
17.284002334107093,78.46303454510338,Pickpocketing,8.6,21,Unknown,1
17.48224181537918,78.37862457165276,Drug Offense,9.9,14,Miyapur,0
17.429824325347248,78.35224880185744,Assault,4.3,15,Gachibowli,0
17.432967756309885,78.3766923469279,Cybercrime,9.3,18,Raidurg,0
17.431410999810986,78.43840182720614,Drug Offense,7.1,0,Banjara Hills,1
17.393722927921043,78.55513883523764,Vandalism,9.7,2,Unknown,1
17.394373194322203,78.30665488750653,Robbery,6.9,16,Unknown,0
17.30493529848005,78.58491907975706,Eve Teasing,3.9,16,Unknown,0
17.445726547606945,78.36807561007112,Eve Teasing,2.5,7,Hitech City,0
17.561131386718742,78.60373904923755,Vandalism,4.6,7,Unknown,0
17.37808484352901,78.39760459239234,Eve Teasing,4.3,21,Unknown,1
17.377417433917838,78.51249027494725,Drug Offense,6.8,0,Dilsukhnagar,1
17.23871230401919,78.39756063008898,Vehicle Theft,7.8,19,Shamshabad,0
17.520773807320207,78.41050478284315,Vandalism,5.8,14,Unknown,0
17.447921709812665,78.36518873734026,Theft,9.6,6,Hitech City,0
17.354751084886928,78.57357662044085,Chain Snatching,5.4,11,LB Nagar,0
17.392508793364858,78.42478465835363,Vehicle Theft,8.3,16,Mehdipatnam,0
17.53025127797554,78.55159817431527,Eve Teasing,6.4,4,Unknown,1
17.52510680232135,78.6111883582679,Vandalism,8.1,7,Unknown,0
17.47269499338727,78.3845269536265,Assault,8.2,9,Unknown,0
17.348183882067175,78.50939634242214,Vehicle Theft,6.1,23,Unknown,1
17.45033650203963,78.35970814912898,Theft,9.3,16,Gachibowli,0
17.36645888668578,78.51658318330777,Robbery,5.5,3,Dilsukhnagar,1
17.300110513530264,78.63840665607803,Vandalism,7.1,13,Unknown,0
17.376250632094564,78.46223827561133,Cybercrime,2.6,16,Charminar,0
17.40863216760432,78.41506011111773,Drug Offense,6.9,13,Tolichowki,0
17.43402674837298,78.41881505315462,Cybercrime,5.0,22,Jubilee Hills,1
17.391214198336414,78.57623261735716,Pickpocketing,5.1,8,Uppal,0
17.406291771896317,78.55111937022997,Drug Offense,2.8,1,Uppal,1
17.48194882924544,78.4150801462311,Theft,5.6,23,Kukatpally,1
17.43233187460314,78.3558010311096,Drug Offense,3.6,10,Nanakramguda,0
17.446407906178564,78.37473269567346,Chain Snatching,7.8,23,Hitech City,1
17.255338786571535,78.4219334891824,Cybercrime,7.0,21,Shamshabad,1
17.260280847267012,78.39740986659348,Eve Teasing,5.6,6,Shamshabad,0
17.237706729457795,78.41388937315128,Cybercrime,3.5,11,Shamshabad,0
17.401380201281842,78.4483274231124,Robbery,8.8,12,Banjara Hills,0
17.509698208108027,78.34283125732233,Vandalism,7.0,22,Miyapur,1
17.394606458258586,78.57588310826652,Vehicle Theft,4.1,14,Uppal,0
17.3421366027844,78.54609113475988,Robbery,9.8,4,LB Nagar,1
17.414606495848368,78.32563391778646,Robbery,8.3,23,Nanakramguda,1
17.501360614879555,78.33905782402336,Vandalism,3.4,18,Miyapur,0
17.41370570033914,78.3651044130617,Chain Snatching,4.5,5,Financial District,1
17.42868618475132,78.40038005234146,Drug Offense,8.2,11,Raidurg,0
17.35791316240978,78.36037205043229,Eve Teasing,8.2,10,Unknown,0
17.449872505108104,78.35851669273718,Vehicle Theft,8.5,18,Gachibowli,0
17.429262405645016,78.50031229989285,Cybercrime,8.6,4,Secunderabad,1
17.33566702251017,78.53441099764592,Robbery,8.1,3,LB Nagar,1
17.440012206670776,78.49878595167728,Assault,4.4,20,Secunderabad,1
17.419401136806375,78.33705834957944,Theft,4.7,21,Nanakramguda,1
17.446798641286037,78.50789505951984,Robbery,4.2,16,Secunderabad,0
17.289789383213314,78.52470111428964,Chain Snatching,8.9,13,Unknown,0
17.348974328161702,78.55620245839405,Chain Snatching,8.3,14,LB Nagar,0
17.432567147719716,78.4926730305896,Assault,8.9,12,Secunderabad,0
17.42279753832083,78.41479759402863,Chain Snatching,3.9,21,Jubilee Hills,1
17.507054256915037,78.34422022019582,Pickpocketing,7.6,5,Miyapur,1
17.380078551085415,78.44505227126366,Drug Offense,7.0,5,Mehdipatnam,1
17.535591914101936,78.53784758765455,Drug Offense,3.7,19,Unknown,0
17.52193279226722,78.45662479989319,Eve Teasing,8.2,15,Unknown,0
17.43384687597736,78.38473134816545,Robbery,9.8,11,Hitech City,0
17.366382230331503,78.47257038784096,Robbery,8.7,7,Charminar,0
17.248254660071886,78.48469034040906,Vandalism,6.5,21,Unknown,1
17.354145647482973,78.5626654205243,Drug Offense,6.3,16,LB Nagar,0
17.34493095836204,78.5718300374392,Robbery,4.3,13,LB Nagar,0
17.55696133955455,78.46388786435266,Cybercrime,5.4,11,Unknown,0
17.420642617605473,78.35334680941168,Assault,8.2,17,Gachibowli,0
17.373454640557473,78.5099943376637,Pickpocketing,8.9,12,Dilsukhnagar,0
17.43751436359744,78.35494733008764,Chain Snatching,3.3,8,Hitech City,0
17.4848785911378,78.37529524685617,Drug Offense,9.9,11,Miyapur,0
17.203453478614804,78.44327291870121,Pickpocketing,9.1,3,Unknown,1
17.485636185817256,78.63060984233772,Vehicle Theft,3.2,21,Unknown,1
17.384707424742214,78.43462096131321,Assault,9.4,0,Mehdipatnam,1
17.403450982333748,78.46998289665916,Vehicle Theft,5.4,0,Unknown,1
17.44347621594734,78.48059830300491,Vandalism,9.3,23,Secunderabad,1
17.43725572233279,78.47105272214232,Theft,7.0,8,Ameerpet,0
17.260400708681637,78.42633241461354,Assault,2.7,11,Shamshabad,0
17.418353480191193,78.35376979876891,Vandalism,5.0,14,Gachibowli,0
17.375054653164334,78.5145208525284,Cybercrime,2.0,17,Dilsukhnagar,0
17.44330725930227,78.35549096372063,Vandalism,5.2,12,Gachibowli,0
17.41157259118447,78.50979408228528,Eve Teasing,3.5,22,Unknown,1
17.396446169662735,78.39493002053592,Vandalism,3.5,16,Tolichowki,0
17.4437100268356,78.51441753257131,Cybercrime,4.2,13,Secunderabad,0
17.265096191626423,78.53893021220141,Cybercrime,8.5,5,Unknown,1
17.33661162919587,78.56827845205217,Drug Offense,8.3,9,Unknown,0
17.42010454505086,78.35545285293772,Drug Offense,7.7,6,Gachibowli,0
17.41170109378501,78.56719721426482,Vehicle Theft,4.7,18,Uppal,0
17.442904062924704,78.42877751051243,Vandalism,9.2,11,Ameerpet,0
17.356980579679924,78.54657841012497,Eve Teasing,4.9,13,LB Nagar,0
17.577337390638156,78.36817760791907,Robbery,4.5,19,Unknown,0
17.30398241324027,78.4671883103806,Assault,6.1,0,Unknown,1
17.2379742514219,78.40030498867529,Robbery,2.0,17,Shamshabad,0
17.435455154730324,78.35627746051364,Pickpocketing,3.5,0,Hitech City,1
17.402326929068842,78.38278544634382,Chain Snatching,8.4,10,Raidurg,0
17.417296451024804,78.40122919852189,Eve Teasing,3.7,10,Jubilee Hills,0
17.441772824260607,78.37204330900117,Chain Snatching,7.5,19,Hitech City,0
17.43532035837894,78.44766430970792,Theft,7.5,23,Ameerpet,1
17.45777066596871,78.44185721576197,Vandalism,6.1,7,Ameerpet,0
17.33128067271165,78.56730029201768,Vandalism,3.9,22,LB Nagar,1
17.264006320927457,78.39329770687208,Cybercrime,7.0,10,Shamshabad,0
17.442465804930464,78.5216470224321,Chain Snatching,9.5,16,Secunderabad,0
17.36108909808646,78.54904061129209,Eve Teasing,9.7,4,Dilsukhnagar,1
17.416556437111797,78.35638028116927,Eve Teasing,8.8,10,Financial District,0
17.418535288736727,78.40794902020068,Vandalism,3.2,11,Jubilee Hills,0
17.441203229004852,78.36594076304067,Drug Offense,3.0,5,Gachibowli,1
17.45334957137589,78.44357453420803,Chain Snatching,7.3,19,Ameerpet,0
17.40572162374569,78.33764073522298,Chain Snatching,7.4,2,Financial District,1
17.428145107728724,78.32538617003503,Theft,8.0,20,Nanakramguda,1
17.41324882946926,78.41664108378076,Cybercrime,6.7,21,Tolichowki,1
17.537232183397013,78.47148509091943,Eve Teasing,4.0,16,Unknown,0
17.385979642902814,78.55911012854864,Eve Teasing,8.4,11,Uppal,0
17.452658843157355,78.41333477964014,Eve Teasing,8.7,23,Jubilee Hills,1
17.50116416829689,78.6497099990774,Eve Teasing,8.7,10,Unknown,0
17.442311585655123,78.35088295223153,Vandalism,8.0,17,Gachibowli,0
17.41753213825097,78.38589390481276,Eve Teasing,6.8,15,Raidurg,0
17.264314583514388,78.45628835328745,Theft,3.7,5,Unknown,1
17.3735628571983,78.51327867050917,Drug Offense,8.2,0,Dilsukhnagar,1
17.397365595732957,78.42983231438777,Pickpocketing,7.3,6,Tolichowki,0
17.490625705196855,78.36201955687402,Vehicle Theft,4.7,7,Miyapur,0
17.395727568480243,78.33218545946592,Theft,5.2,18,Financial District,0
17.475774386767277,78.36212114138418,Eve Teasing,3.3,18,Miyapur,0
17.396789196876494,78.5415011599062,Pickpocketing,5.4,8,Uppal,0
17.414778030153382,78.43437334081297,Assault,6.4,13,Banjara Hills,0
17.40451031414839,78.33595434818062,Vandalism,6.0,15,Nanakramguda,0
17.38785969399286,78.4097464698912,Chain Snatching,2.5,11,Mehdipatnam,0
17.478030117343586,78.39885275695963,Vandalism,6.2,12,Kukatpally,0
17.436729582595035,78.34136083754312,Eve Teasing,6.4,5,Nanakramguda,1
17.482057184063148,78.57349633609806,Pickpocketing,5.8,5,Unknown,1
17.44917703312399,78.45248013946556,Chain Snatching,6.6,2,Ameerpet,1
17.29633759880661,78.41605423676478,Theft,6.1,2,Unknown,1
17.430261299903,78.38563672078003,Theft,9.2,13,Raidurg,0
17.41584792602712,78.33801328633506,Eve Teasing,4.0,5,Financial District,1
17.351447846070677,78.5322824462893,Drug Offense,8.0,0,Dilsukhnagar,1
17.213699410434742,78.30069319928664,Robbery,2.4,10,Unknown,0
17.351301507859084,78.5728367720357,Chain Snatching,3.3,17,LB Nagar,0
17.370404818278416,78.52562176124526,Cybercrime,2.4,12,Dilsukhnagar,0
17.366046935906144,78.53043704263044,Vehicle Theft,2.2,3,Dilsukhnagar,1
17.36975623093677,78.51313367160733,Vehicle Theft,5.1,12,Dilsukhnagar,0
17.351046181873617,78.4625748982073,Eve Teasing,2.1,11,Charminar,0
17.220578831113485,78.55726654062518,Assault,10.0,17,Unknown,0
17.426185236451417,78.3960315514487,Robbery,2.7,19,Jubilee Hills,0
17.42570596962716,78.44161624899525,Vehicle Theft,8.9,2,Banjara Hills,1
17.445318954735363,78.3864609379128,Vandalism,5.4,18,Hitech City,0
17.40289226520732,78.33400610916203,Theft,3.7,2,Nanakramguda,1
17.393092093088683,78.35158548409579,Pickpocketing,7.2,19,Financial District,0
17.43819309733853,78.36293728054872,Drug Offense,5.9,23,Hitech City,1
17.455198628187144,78.34437686467228,Drug Offense,2.1,7,Gachibowli,0
17.421331100828166,78.46087922897928,Drug Offense,3.3,13,Ameerpet,0
17.396030420583397,78.34836416768199,Cybercrime,9.5,13,Financial District,0
17.255772391211572,78.51546744225297,Assault,8.2,6,Unknown,0
17.485716609226014,78.36213603894468,Vehicle Theft,8.2,17,Miyapur,0
17.39967792117287,78.34324763624734,Assault,8.0,22,Financial District,1
17.391572916024828,78.42627442209236,Eve Teasing,7.1,9,Mehdipatnam,0
17.40844734521483,78.35256526155064,Chain Snatching,6.3,10,Nanakramguda,0
17.417869988824606,78.36118649809616,Cybercrime,2.4,6,Financial District,0
17.49011315394159,78.35579245764053,Pickpocketing,8.0,20,Miyapur,1
17.393403057047443,78.43487753493889,Assault,6.5,16,Banjara Hills,0
17.4270303466948,78.32436535079289,Pickpocketing,6.6,23,Nanakramguda,1
17.352474762269587,78.52550840643356,Eve Teasing,5.6,11,Dilsukhnagar,0
17.44521844087356,78.36219221051061,Theft,3.1,21,Hitech City,1
17.4358298046605,78.5042392501634,Theft,2.9,14,Secunderabad,0
17.52633789758992,78.64637741504387,Theft,2.5,4,Unknown,1
17.39037384815191,78.42575109686874,Assault,6.8,5,Tolichowki,1
17.49036509512344,78.37803399966499,Assault,8.6,14,Miyapur,0
17.264185809984536,78.4274753659362,Vandalism,8.5,16,Shamshabad,0
17.397912879289613,78.34483304097537,Vandalism,9.3,9,Financial District,0
17.370126994609677,78.55171627830046,Eve Teasing,7.5,14,Dilsukhnagar,0
17.428496457521057,78.41759120892236,Assault,7.5,13,Jubilee Hills,0
17.403554464129567,78.54933151038567,Eve Teasing,5.5,17,Uppal,0
17.432000637449594,78.3600007236309,Vandalism,2.8,8,Raidurg,0
17.359227733942173,78.47734533547428,Vehicle Theft,7.4,20,Charminar,1
17.345450584582473,78.5564651957061,Eve Teasing,4.8,11,LB Nagar,0
17.3822582493579,78.42581269200699,Eve Teasing,6.1,16,Tolichowki,0
17.429681435267184,78.64332155338133,Vandalism,6.9,1,Unknown,1
17.23864496217224,78.41328342558259,Assault,3.1,8,Shamshabad,0
17.446300473474032,78.37692589431153,Assault,2.1,14,Raidurg,0
17.25129781384163,78.43911242776592,Robbery,2.6,21,Unknown,1
17.412533915431474,78.41676063544868,Vandalism,2.6,2,Banjara Hills,1
17.44069706486696,78.35559246974053,Drug Offense,2.4,21,Hitech City,1
17.394867503569905,78.41612432520195,Theft,4.3,7,Mehdipatnam,0
17.225223018386178,78.3616576603147,Pickpocketing,8.2,0,Unknown,1
17.25756612913442,78.55002697162863,Assault,3.8,10,Unknown,0
17.42977965998263,78.34202664977066,Vandalism,6.1,18,Financial District,0
17.349571602080736,78.55522064455512,Robbery,5.2,19,LB Nagar,0
17.436847071195036,78.39037308412834,Assault,3.9,22,Raidurg,1
17.389997770520726,78.52810034873036,Assault,8.3,7,Dilsukhnagar,0
17.412635808539296,78.40804161714225,Eve Teasing,7.1,22,Tolichowki,1
17.39496552538316,78.44139950434683,Chain Snatching,8.8,13,Unknown,0
17.382644339426253,78.45082377903806,Drug Offense,3.5,15,Mehdipatnam,0
17.500989068129538,78.34488164325514,Cybercrime,6.2,2,Miyapur,1
17.42543727851329,78.38181307520686,Cybercrime,9.3,2,Raidurg,1
17.304515944696636,78.41793362123613,Cybercrime,3.1,0,Unknown,1
17.468558719388607,78.46444913965657,Eve Teasing,7.8,3,Unknown,1
17.42756347722893,78.4338292079011,Vehicle Theft,4.9,3,Banjara Hills,1
17.27325196067033,78.58065842576745,Cybercrime,8.5,1,Unknown,1
17.514708225853468,78.37280144684134,Assault,5.1,20,Miyapur,1
17.377716156966628,78.4645204452832,Assault,5.8,6,Charminar,0
17.501634853596368,78.38297631267297,Pickpocketing,7.2,18,Miyapur,0
17.50815919694767,78.36987882283742,Assault,5.2,5,Miyapur,1
17.388416033282233,78.42749510120255,Vandalism,7.5,13,Mehdipatnam,0
17.450621304562993,78.45220226201172,Assault,5.5,11,Ameerpet,0
17.397904712649638,78.30800937623987,Vandalism,10.0,0,Unknown,1
17.42832246413775,78.4986609751604,Pickpocketing,4.9,11,Secunderabad,0
17.485221607749697,78.61023569923839,Cybercrime,2.6,2,Unknown,1
17.431938937323853,78.44101752039731,Chain Snatching,9.8,15,Banjara Hills,0
17.369119080347456,78.45525872182932,Vandalism,9.8,1,Charminar,1
17.413900722881902,78.39416497278204,Pickpocketing,6.3,10,Unknown,0
17.402867527388896,78.42378156249988,Eve Teasing,5.8,19,Banjara Hills,0
17.42044082703038,78.4578154670862,Vehicle Theft,6.4,13,Ameerpet,0
17.25370488057392,78.64223108647451,Drug Offense,7.6,0,Unknown,1
17.36490148811977,78.5497587714026,Cybercrime,9.0,21,LB Nagar,1
17.429406048640868,78.3395940020103,Pickpocketing,7.4,6,Nanakramguda,0
17.42787698985742,78.35214485099834,Theft,8.7,3,Nanakramguda,1
17.56116488290514,78.51193545356772,Eve Teasing,4.3,2,Unknown,1
17.423555923399505,78.4995808342014,Chain Snatching,2.1,3,Secunderabad,1
17.587419919454206,78.55162016099226,Cybercrime,5.7,11,Unknown,0
17.45544433471244,78.50672312108576,Eve Teasing,5.3,10,Secunderabad,0
17.525159493463576,78.52119415303589,Drug Offense,9.0,8,Unknown,0
17.302833691013404,78.60989022444483,Assault,9.4,13,Unknown,0
17.347292719535623,78.4824866246522,Pickpocketing,2.6,6,Unknown,0
17.37323377400207,78.53873857747332,Eve Teasing,9.4,12,Dilsukhnagar,0
17.413449857386222,78.43369813909099,Cybercrime,9.1,7,Banjara Hills,0
17.556169135675564,78.36216542711256,Theft,7.8,7,Unknown,0
17.39762392908864,78.44666198522145,Robbery,8.9,18,Mehdipatnam,0
17.280673490544817,78.42295742614591,Robbery,9.5,19,Unknown,0
17.41108648050097,78.40315762608269,Vehicle Theft,3.2,20,Jubilee Hills,1
17.57464079536356,78.55864570828919,Vandalism,9.2,11,Unknown,0
17.410248236478964,78.38112576601675,Vehicle Theft,2.3,1,Raidurg,1
17.439104736534496,78.38349454944604,Robbery,3.8,5,Raidurg,1
17.375369226969287,78.54144642405664,Pickpocketing,3.1,0,Dilsukhnagar,1
17.421248609532853,78.40583419824772,Robbery,6.2,21,Jubilee Hills,1
17.445749124063603,78.3896039575192,Vehicle Theft,9.2,10,Jubilee Hills,0
17.495665327570038,78.38237992569496,Robbery,2.5,17,Kukatpally,0
17.355530462391986,78.55568234860027,Theft,4.1,20,LB Nagar,1
17.42501731446981,78.46057306109714,Chain Snatching,8.3,14,Ameerpet,0
17.413219364819177,78.44756123032609,Assault,6.4,10,Banjara Hills,0
17.42732463486491,78.41755935861023,Vandalism,2.1,20,Banjara Hills,1
17.441027773867944,78.36675631011775,Robbery,5.2,13,Raidurg,0
17.41382213791291,78.41956096389463,Pickpocketing,7.7,12,Banjara Hills,0
17.340473848697332,78.56959429301172,Assault,2.6,14,LB Nagar,0
17.37344853719625,78.49331308292416,Cybercrime,8.5,0,Charminar,1
17.503308763558174,78.34722561428596,Vandalism,3.4,5,Miyapur,1
17.332026721064974,78.57141822532422,Pickpocketing,5.5,23,LB Nagar,1
17.413950852400177,78.4132471752364,Theft,7.7,3,Jubilee Hills,1
17.494319531098036,78.35201792205481,Assault,8.5,15,Miyapur,0
17.42328214269035,78.50462377569275,Pickpocketing,2.3,7,Unknown,0
17.438941045626233,78.36933926578718,Pickpocketing,2.9,15,Hitech City,0
17.433200152937033,78.3892004883558,Pickpocketing,7.4,21,Jubilee Hills,1
17.51539493523144,78.40839869885212,Vandalism,5.1,7,Kukatpally,0
17.374199918317537,78.44406004888208,Drug Offense,6.0,7,Mehdipatnam,0
17.334025368803783,78.53636848371565,Pickpocketing,5.2,4,LB Nagar,1
17.44370704920197,78.50828138009106,Assault,3.1,3,Secunderabad,1
17.413039984007703,78.36587953755428,Vandalism,3.4,17,Raidurg,0
17.43538192828284,78.44141173734066,Eve Teasing,10.0,22,Banjara Hills,1
17.257928853366128,78.53600662469096,Vandalism,6.7,9,Unknown,0
17.358927468052155,78.52492244285916,Eve Teasing,2.0,13,Dilsukhnagar,0
17.40206202385176,78.33099462931533,Vehicle Theft,8.9,15,Nanakramguda,0
17.4097453782239,78.41437673295793,Eve Teasing,4.2,21,Tolichowki,1
17.53030650739667,78.30904694641268,Pickpocketing,5.4,12,Unknown,0
17.435437806798564,78.34549485652535,Robbery,5.9,15,Nanakramguda,0
17.53954126263222,78.4503668998509,Drug Offense,4.3,6,Unknown,0
17.408946087973845,78.33378921445654,Cybercrime,4.8,4,Financial District,1
17.439126198192557,78.42596976427744,Vandalism,8.7,14,Jubilee Hills,0
17.452110411022428,78.37320524919168,Eve Teasing,7.8,12,Hitech City,0
17.249821989608538,78.409536736281,Vehicle Theft,4.0,8,Shamshabad,0
17.46333633053638,78.36874708044961,Vandalism,2.3,2,Hitech City,1
17.39740001317405,78.4327565585927,Robbery,5.0,2,Mehdipatnam,1
17.27002438470547,78.415516715311,Drug Offense,6.0,13,Shamshabad,0
17.29377352708667,78.51270299436544,Drug Offense,3.6,22,Unknown,1
17.386413314020814,78.41079829708195,Drug Offense,4.8,8,Tolichowki,0
17.404848081921234,78.42850982453838,Assault,6.6,8,Banjara Hills,0
17.352361380079863,78.56079244808369,Chain Snatching,9.9,15,LB Nagar,0
17.413600422489267,78.41994998973333,Chain Snatching,4.2,22,Tolichowki,1
17.427235861938126,78.39688509141524,Cybercrime,6.1,13,Raidurg,0
17.420855550039228,78.39197901145583,Chain Snatching,5.2,23,Raidurg,1
17.35176021717817,78.47330123021605,Vehicle Theft,2.6,3,Charminar,1
17.546084755285907,78.37364803541331,Vehicle Theft,4.8,13,Unknown,0
17.422210388739973,78.40305451132924,Drug Offense,7.2,12,Jubilee Hills,0
17.5074607116394,78.40979656893903,Vehicle Theft,6.5,4,Kukatpally,1
17.400563809696294,78.56601718264675,Pickpocketing,9.7,21,Uppal,1
17.432582648287884,78.3961684530528,Assault,5.6,0,Jubilee Hills,1
17.443929687625193,78.38639779710962,Vehicle Theft,3.6,12,Raidurg,0
17.447558553537483,78.36739913176697,Cybercrime,9.9,7,Gachibowli,0
17.398637761696545,78.33781491301805,Robbery,4.5,11,Financial District,0
17.509712131396974,78.36972184137817,Drug Offense,5.6,7,Miyapur,0
17.51365273832886,78.36467933080768,Vehicle Theft,8.2,2,Miyapur,1
17.406993186601756,78.45530383322112,Pickpocketing,6.6,13,Banjara Hills,0
17.35901431263588,78.56744743104639,Eve Teasing,8.4,15,LB Nagar,0
17.436747085098716,78.42838192218666,Robbery,4.2,21,Ameerpet,1
17.49666277257883,78.3520076597732,Theft,2.6,3,Miyapur,1
17.372091972447013,78.40261389609202,Chain Snatching,5.4,6,Unknown,0
17.261835223657155,78.38889510815065,Eve Teasing,2.7,8,Shamshabad,0
17.432512541314644,78.51104442111594,Assault,9.1,5,Secunderabad,1
17.490452997282528,78.35782684070377,Theft,7.5,3,Miyapur,1
17.448862470620103,78.4291321682285,Vehicle Theft,6.8,5,Ameerpet,1
17.489094545894226,78.34608251176125,Assault,8.1,3,Miyapur,1
17.270175485737553,78.46025109800973,Theft,5.3,6,Unknown,0
17.446746812154718,78.45752146819527,Cybercrime,9.4,0,Ameerpet,1
17.510045447591455,78.38390560665485,Vandalism,4.0,10,Kukatpally,0
17.35030492373001,78.55710412521077,Pickpocketing,2.3,0,LB Nagar,1
17.301603246252267,78.64581785235299,Assault,3.6,17,Unknown,0
17.425339252677993,78.36072601331324,Robbery,4.3,22,Gachibowli,1
17.3165725205285,78.6176712411484,Robbery,7.1,4,Unknown,1
17.356039695578918,78.46306229631696,Cybercrime,6.5,11,Charminar,0
17.457044467213368,78.44787081541766,Vandalism,6.9,15,Ameerpet,0
17.385468339635416,78.40764904477213,Vandalism,8.4,14,Tolichowki,0
17.40074086363056,78.35799758535593,Cybercrime,8.2,20,Nanakramguda,1
17.37899338001432,78.52010843930633,Vandalism,3.8,20,Dilsukhnagar,1
17.435030323037697,78.384937168115,Chain Snatching,7.3,8,Raidurg,0
17.444870182792837,78.3794025518307,Vehicle Theft,7.2,18,Hitech City,0
17.392903770777256,78.47310815511037,Vandalism,7.7,2,Unknown,1
17.44124648411011,78.48167681768355,Chain Snatching,6.0,8,Secunderabad,0
17.392521578110333,78.4115955445564,Theft,8.6,5,Mehdipatnam,1
17.250203152722705,78.38941664869597,Robbery,6.4,17,Unknown,0
17.41732632274037,78.55729007862756,Assault,2.2,11,Uppal,0
17.493030922398994,78.46753010899778,Eve Teasing,4.0,8,Unknown,0
17.24912449063891,78.45578484044921,Vehicle Theft,8.6,2,Unknown,1
17.377639561371147,78.55052481463042,Cybercrime,9.0,5,Dilsukhnagar,1
17.493693976435935,78.37125198649318,Pickpocketing,4.8,1,Miyapur,1
17.257720425867817,78.42114211355977,Vandalism,4.7,7,Shamshabad,0
17.438845778912384,78.49124366042217,Pickpocketing,5.3,2,Secunderabad,1
17.388917360077517,78.4448146504812,Chain Snatching,4.8,0,Mehdipatnam,1
17.488105167946916,78.39910038594668,Pickpocketing,9.7,10,Kukatpally,0
17.421630560975764,78.35863071318894,Chain Snatching,2.6,2,Gachibowli,1
17.408144678911746,78.57024696397247,Eve Teasing,9.1,12,Uppal,0
17.394580131405196,78.43273317251843,Cybercrime,8.9,2,Banjara Hills,1
17.353358895739927,78.54279630801702,Assault,9.4,21,LB Nagar,1
17.38300636973485,78.42439453839128,Vehicle Theft,2.5,11,Tolichowki,0
17.404305616715774,78.4395105874724,Chain Snatching,3.4,16,Mehdipatnam,0
17.34547264384819,78.47326287585796,Robbery,5.6,23,Unknown,1
17.380467631357718,78.56655242017256,Vehicle Theft,8.9,23,Uppal,1
17.495597691267193,78.36363106207918,Robbery,3.9,1,Miyapur,1
17.308906862907165,78.61340773795955,Theft,6.0,14,Unknown,0
17.423000776437192,78.44749997128373,Cybercrime,6.3,7,Ameerpet,0
17.48278055296491,78.35708223970575,Cybercrime,7.3,22,Miyapur,1
