id,city,parking_name,latitude,longitude,area,capacity,available_spaces,occupancy_percentage,parking_type,fee_per_hour,safety_score,lighting_score,cctv_score,security_guard,walking_distance_m,ev_charging,accessible_parking,status,last_updated
2ac779cd-5fd1-4eed-8c43-78f6026c985c,bengaluru,Rajajinagar Smart Parking,12.888546,77.548006,Rajajinagar,267,209,21.68,Street,20,6.4,9.3,5.4,True,265,True,True,Active,2026-07-31T19:24:42.970483+00:00
05391e2c-7f53-4792-a211-c6c09fac3986,bengaluru,Indiranagar Smart Parking,13.034518,77.606625,Indiranagar,209,111,46.77,Underground,40,5.0,6.4,8.2,False,167,True,True,Active,2026-07-31T19:24:42.970497+00:00
46bf5de2-2754-4b00-9521-39179800c987,bengaluru,Indiranagar Public Parking,12.923194,77.607055,Indiranagar,352,155,55.88,Underground,20,7.8,7.9,8.1,True,354,True,True,Active,2026-07-31T19:24:42.970508+00:00
692a2c96-3643-4ae4-a6e0-95810c67b3ba,bengaluru,Indiranagar Parking Zone,13.02224,77.508409,Indiranagar,161,141,11.98,Street,30,5.3,6.3,8.6,False,464,True,True,Active,2026-07-31T19:24:42.970520+00:00
3777da4c-214c-4903-a684-116578b4f3fb,bengaluru,Jayanagar Parking Zone,12.85446,77.683276,Jayanagar,189,151,19.83,Multi-level,60,4.9,9.0,5.9,False,724,True,False,Active,2026-07-31T19:24:42.970533+00:00
3fd7701d-5d3a-4398-82db-31dab707c569,bengaluru,Brigade Road Smart Parking,12.924515,77.560801,Brigade Road,192,77,59.68,Multi-level,30,7.0,7.9,7.6,True,298,True,True,Active,2026-07-31T19:24:42.970545+00:00
05a939f9-b120-4926-823a-578d7b6ec8b7,bengaluru,Indiranagar Parking Zone,12.842885,77.794178,Indiranagar,232,163,29.49,Mall Parking,60,5.7,3.5,7.3,True,114,True,False,Active,2026-07-31T19:24:42.970558+00:00
0e06fe15-b7b2-46e5-a09f-ac07f4a32d43,bengaluru,MG Road Public Parking,12.970822,77.711265,MG Road,195,80,58.96,Underground,20,5.0,4.7,4.9,True,491,True,True,Active,2026-07-31T19:24:42.970570+00:00
75f89199-d62b-4bc2-b74e-8550602b55b1,bengaluru,Malleshwaram Smart Parking,12.860733,77.576083,Malleshwaram,59,8,86.35,Mall Parking,40,4.2,4.9,4.5,True,440,True,False,Active,2026-07-31T19:24:42.970582+00:00
0bbb2b6e-5a94-4246-a4f3-e4ca04a86f40,bengaluru,Malleshwaram Transit Parking,12.875002,77.700998,Malleshwaram,52,32,37.73,Open Lot,60,3.3,4.0,5.4,False,64,False,True,Active,2026-07-31T19:24:42.970594+00:00
dc7db3fe-6d66-47da-9ca2-2908a6541efd,bengaluru,Marathahalli Smart Parking,12.821856,77.560151,Marathahalli,440,129,70.64,Mall Parking,30,6.4,4.1,9.7,True,308,False,False,Active,2026-07-31T19:24:42.970607+00:00
99d66d96-5afa-47a6-bebb-d3351eed509a,bengaluru,Banashankari Public Parking,13.043775,77.757351,Banashankari,478,297,37.83,Underground,60,2.2,4.2,5.0,False,163,False,False,Active,2026-07-31T19:24:42.970619+00:00
b9e04a66-ccc7-49d5-b956-4fc335463122,bengaluru,Electronic City Transit Parking,13.046895,77.743823,Electronic City,151,35,76.62,Underground,30,4.1,3.3,4.1,True,766,True,False,Active,2026-07-31T19:24:42.970630+00:00
45f5af78-cbb8-49cb-a1dd-a4623f3679d5,bengaluru,HSR Layout Public Parking,12.931847,77.559325,HSR Layout,421,338,19.5,Mall Parking,20,6.7,8.6,7.6,True,185,True,True,Active,2026-07-31T19:24:42.970642+00:00
56035ef1-fc18-42da-9f95-f34fda73af6c,bengaluru,Indiranagar Smart Parking,12.845568,77.721757,Indiranagar,412,256,37.66,Street,20,4.4,3.5,6.6,True,193,True,False,Active,2026-07-31T19:24:42.970654+00:00
fe83f45e-f00c-42e6-95f8-3503ed762860,bengaluru,Yelahanka Public Parking,12.929072,77.590723,Yelahanka,482,87,81.84,Open Lot,60,4.2,7.0,5.1,False,253,False,True,Active,2026-07-31T19:24:42.970666+00:00
3664f870-399d-45a6-a620-0e229132ccfd,bengaluru,Rajajinagar Parking Zone,12.832978,77.766167,Rajajinagar,326,223,31.33,Street,60,6.7,5.8,7.7,True,424,False,True,Active,2026-07-31T19:24:42.970678+00:00
60ba21e7-4afd-4683-a58a-110659b62116,bengaluru,Brigade Road Parking Zone,13.017324,77.741937,Brigade Road,70,57,17.36,Multi-level,20,8.7,9.1,9.0,True,363,True,True,Active,2026-07-31T19:24:42.970691+00:00
2b4f17f5-af7d-4666-9d0f-f339e3c91579,bengaluru,Whitefield Transit Parking,12.881287,77.61774,Whitefield,63,48,22.93,Multi-level,40,6.7,7.6,5.7,True,364,True,True,Active,2026-07-31T19:24:42.970703+00:00
74927bbe-36f3-493e-818d-bd9df072f840,bengaluru,Brigade Road Parking Zone,12.81666,77.77331,Brigade Road,159,94,40.54,Multi-level,20,4.0,5.7,4.1,True,742,False,False,Active,2026-07-31T19:24:42.970715+00:00
e75f0660-481f-47f3-b637-7f9e7199abea,bengaluru,HSR Layout Smart Parking,12.94756,77.505352,HSR Layout,352,204,41.97,Mall Parking,20,7.3,7.2,8.2,True,412,True,True,Active,2026-07-31T19:24:42.970727+00:00
76fb67b2-0736-450a-854f-a4446ee0a2ec,bengaluru,Koramangala Parking Zone,12.836162,77.517769,Koramangala,313,71,77.31,Multi-level,50,5.9,4.7,7.6,True,74,False,True,Active,2026-07-31T19:24:42.970738+00:00
75615d2b-d404-4b4f-8d03-6a3534ead209,bengaluru,Marathahalli Public Parking,12.959174,77.748724,Marathahalli,148,102,30.54,Underground,30,6.4,4.7,9.9,True,412,True,True,Active,2026-07-31T19:24:42.970752+00:00
898587b8-de78-4301-ae16-246055b2f642,bengaluru,Hebbal Smart Parking,13.037409,77.507965,Hebbal,499,59,88.01,Open Lot,20,2.1,6.0,4.1,False,709,True,False,Active,2026-07-31T19:24:42.970763+00:00
9e30ce0c-1351-4d99-98c6-a0125f006e99,bengaluru,Jayanagar Transit Parking,12.898309,77.658055,Jayanagar,213,93,56.0,Open Lot,20,5.0,6.6,4.8,True,505,False,False,Active,2026-07-31T19:24:42.970783+00:00
a83f0610-109f-45c6-a201-28abc34a3d45,bengaluru,Hebbal Transit Parking,12.829609,77.524406,Hebbal,73,58,19.61,Underground,20,6.0,9.5,6.9,False,185,True,True,Active,2026-07-31T19:24:42.970797+00:00
820c830d-aa35-4a10-ac8f-4d081aedd662,bengaluru,MG Road Transit Parking,13.037683,77.668564,MG Road,431,139,67.53,Open Lot,30,4.9,4.9,3.6,True,723,False,True,Active,2026-07-31T19:24:42.970810+00:00
f468a991-7170-4598-b1e1-d0b2af3629c4,bengaluru,Jayanagar Parking Zone,12.858444,77.634191,Jayanagar,127,27,78.24,Street,30,5.3,3.8,9.1,True,422,True,True,Active,2026-07-31T19:24:42.970823+00:00
2c52eb75-641a-4843-8ba0-ec667abc89da,bengaluru,Yelahanka Transit Parking,12.999718,77.513028,Yelahanka,151,93,38.27,Underground,30,5.0,5.4,6.5,True,325,False,False,Active,2026-07-31T19:24:42.970835+00:00
eadd502f-4dcd-4056-9d7b-aa7c8d6019d5,bengaluru,Indiranagar Public Parking,13.061682,77.540001,Indiranagar,127,59,53.31,Open Lot,40,6.6,5.1,9.4,True,664,True,False,Active,2026-07-31T19:24:42.970846+00:00
e2b6ed1d-6a4d-4fd6-bcac-a76a32d11420,bengaluru,Whitefield Smart Parking,13.008891,77.607242,Whitefield,172,128,25.44,Multi-level,40,6.6,7.7,6.2,True,744,False,True,Active,2026-07-31T19:24:42.970858+00:00
1840fe2f-1395-402b-86de-98e9487bd2c2,bengaluru,Bellandur Public Parking,12.890174,77.737049,Bellandur,256,97,61.76,Multi-level,30,5.4,4.2,7.9,True,184,True,False,Active,2026-07-31T19:24:42.970871+00:00
08682b0e-d624-449b-b9f3-cb8b482b2a18,bengaluru,Indiranagar Transit Parking,12.942126,77.603129,Indiranagar,304,146,51.73,Street,20,6.0,8.6,5.0,True,231,False,False,Active,2026-07-31T19:24:42.970883+00:00
9d279f61-c4be-492e-a45b-81c31853f6cc,bengaluru,HSR Layout Smart Parking,12.843138,77.693069,HSR Layout,292,172,40.78,Open Lot,50,6.8,9.6,5.7,True,797,False,True,Active,2026-07-31T19:24:42.970895+00:00
71271974-ab62-416e-83af-62a4e538fff9,bengaluru,Marathahalli Public Parking,12.894167,77.694408,Marathahalli,237,77,67.37,Street,50,5.1,9.5,6.4,False,737,False,False,Active,2026-07-31T19:24:42.970907+00:00
ad41f066-8217-4448-8390-8f5694d1b18d,bengaluru,Malleshwaram Transit Parking,12.800514,77.763313,Malleshwaram,353,82,76.64,Street,20,6.4,9.2,5.6,True,508,False,False,Active,2026-07-31T19:24:42.970920+00:00
dfc03312-a91a-45ae-a2da-f2c4386db914,bengaluru,Malleshwaram Parking Zone,13.076154,77.584618,Malleshwaram,51,6,87.07,Open Lot,30,7.4,9.2,5.5,True,158,True,True,Active,2026-07-31T19:24:42.970932+00:00
dab104ce-6a68-4ee8-9f78-9591a449a5cd,bengaluru,Brigade Road Parking Zone,12.946329,77.776584,Brigade Road,236,98,58.35,Multi-level,60,5.4,9.8,8.1,False,193,True,True,Active,2026-07-31T19:24:42.970945+00:00
23f8edce-8212-4efd-898d-b5948661c558,bengaluru,Koramangala Smart Parking,13.010205,77.78127,Koramangala,233,163,29.97,Open Lot,40,7.8,8.9,9.5,True,332,False,False,Active,2026-07-31T19:24:42.970958+00:00
21a4a038-eee6-43ba-a9dd-eb3c2b6dd3dd,bengaluru,MG Road Transit Parking,12.987366,77.562718,MG Road,355,53,84.95,Open Lot,30,2.4,6.7,4.2,False,362,False,True,Active,2026-07-31T19:24:42.970970+00:00
46862c3b-59f1-4620-8757-bd708765cb38,bengaluru,Marathahalli Smart Parking,12.99826,77.787752,Marathahalli,51,8,83.87,Street,40,5.3,4.5,8.6,True,682,False,True,Active,2026-07-31T19:24:42.970983+00:00
b744f028-097d-4dc3-973f-c52548901e90,bengaluru,Indiranagar Transit Parking,12.863275,77.587356,Indiranagar,445,130,70.69,Multi-level,50,5.3,7.9,3.2,True,396,False,True,Active,2026-07-31T19:24:42.970995+00:00
4779af36-7afe-4697-a643-6a1d706bc723,bengaluru,Koramangala Transit Parking,12.846199,77.675097,Koramangala,496,329,33.65,Street,40,7.3,9.5,6.1,True,446,False,True,Active,2026-07-31T19:24:42.971009+00:00
3361d5d9-82c3-4a2a-a46a-cf800807e322,bengaluru,Electronic City Transit Parking,12.899769,77.725788,Electronic City,434,145,66.58,Mall Parking,40,3.7,3.6,4.1,True,372,True,True,Active,2026-07-31T19:24:42.971022+00:00
80e7969b-492e-49c8-8c5d-11bdec8351e7,bengaluru,Rajajinagar Smart Parking,12.955923,77.734537,Rajajinagar,478,323,32.26,Open Lot,20,5.6,8.0,5.2,True,693,False,False,Active,2026-07-31T19:24:42.971035+00:00
99fd8d6d-0cbe-4ba8-8821-a08d54cce814,bengaluru,Yelahanka Public Parking,12.821203,77.786358,Yelahanka,225,149,33.48,Mall Parking,40,5.6,5.1,6.1,True,593,False,True,Active,2026-07-31T19:24:42.971046+00:00
afc259da-4f85-442f-a01a-a1e110f369b7,bengaluru,Jayanagar Transit Parking,13.053426,77.788702,Jayanagar,110,42,61.32,Open Lot,50,4.8,7.4,3.5,True,138,False,True,Active,2026-07-31T19:24:42.971078+00:00
b9832b73-8517-4e15-a9e0-424f5be3d17e,bengaluru,Brigade Road Parking Zone,12.948717,77.70153,Brigade Road,212,150,28.93,Underground,30,3.6,5.9,7.9,False,388,True,False,Active,2026-07-31T19:24:42.971093+00:00
a4cfaaf0-3ff8-4b5b-82f9-99b33f91f715,bengaluru,HSR Layout Smart Parking,13.064015,77.683806,HSR Layout,451,394,12.5,Underground,50,6.6,8.6,7.4,True,113,True,False,Active,2026-07-31T19:24:42.971105+00:00
854540f5-d155-43d1-9fa4-2ed1f8be7890,bengaluru,Banashankari Transit Parking,13.032864,77.77704,Banashankari,309,152,50.7,Underground,60,8.1,7.3,9.6,True,264,False,True,Active,2026-07-31T19:24:42.971118+00:00
1fc33270-dacc-42ea-9968-5d22178a6a92,bengaluru,Hebbal Parking Zone,13.068698,77.765352,Hebbal,97,75,21.82,Underground,20,4.0,6.6,3.3,True,70,True,True,Active,2026-07-31T19:24:42.971130+00:00
2cdd5c92-7004-4ad7-8742-ea86f61adad9,bengaluru,Yelahanka Public Parking,12.932742,77.715869,Yelahanka,190,58,69.3,Mall Parking,30,2.8,3.6,7.8,False,682,False,True,Active,2026-07-31T19:24:42.971142+00:00
08f8c0e1-a305-4ae9-8b2c-ea0071e8eda0,bengaluru,Marathahalli Public Parking,12.943226,77.735786,Marathahalli,309,81,73.49,Open Lot,50,3.3,4.3,6.9,False,556,False,False,Active,2026-07-31T19:24:42.971154+00:00
6274569c-998e-4fae-8675-11f73c3d3b15,bengaluru,Indiranagar Smart Parking,12.89327,77.599576,Indiranagar,175,107,38.63,Street,50,4.5,7.7,6.9,False,589,True,True,Active,2026-07-31T19:24:42.971167+00:00
61bdc878-de53-4a01-8380-fe54e261df22,bengaluru,Rajajinagar Transit Parking,12.935041,77.537827,Rajajinagar,110,56,48.91,Mall Parking,60,4.1,4.5,3.1,True,404,True,True,Active,2026-07-31T19:24:42.971179+00:00
23316d03-ddef-465b-81df-1a5031d6ce83,bengaluru,Rajajinagar Smart Parking,12.863628,77.768843,Rajajinagar,382,22,94.01,Open Lot,20,2.7,3.6,6.3,False,590,False,False,Active,2026-07-31T19:24:42.971191+00:00
fb759358-b749-483e-9cf3-53104e6835e1,bengaluru,Bellandur Parking Zone,12.934637,77.719505,Bellandur,193,36,81.25,Mall Parking,20,5.6,3.8,8.1,True,625,True,False,Active,2026-07-31T19:24:42.971204+00:00
dd09e770-4330-4a6d-9a01-bfa3dc4d4146,bengaluru,Malleshwaram Public Parking,13.013541,77.727275,Malleshwaram,297,42,85.58,Multi-level,50,5.4,9.7,6.1,False,553,True,True,Active,2026-07-31T19:24:42.971219+00:00
d8fab10f-a3d0-4276-99ca-da266a01bb03,bengaluru,Brigade Road Smart Parking,12.871719,77.736387,Brigade Road,248,22,91.1,Open Lot,20,6.4,9.6,8.3,False,294,True,True,Active,2026-07-31T19:24:42.971233+00:00
c03abf08-e93d-4b69-ab64-a8f8a4001ef6,bengaluru,HSR Layout Public Parking,12.941756,77.562857,HSR Layout,105,41,60.39,Street,30,6.1,7.4,4.3,True,427,True,False,Active,2026-07-31T19:24:42.971249+00:00
33fe52c0-46c9-4ff7-b84b-f1094ef4e9b3,bengaluru,Indiranagar Smart Parking,12.94097,77.519305,Indiranagar,448,275,38.57,Mall Parking,30,4.7,3.9,4.4,True,791,False,False,Active,2026-07-31T19:24:42.971262+00:00
7f733829-f907-4994-909b-579eb90ef8aa,bengaluru,Jayanagar Smart Parking,12.913135,77.62157,Jayanagar,84,30,63.17,Multi-level,20,6.0,7.3,7.1,True,749,False,True,Active,2026-07-31T19:24:42.971275+00:00
bf13c2be-de83-4ada-b2f4-0bc4fcc2e6bd,bengaluru,MG Road Parking Zone,13.033251,77.700642,MG Road,383,258,32.51,Mall Parking,50,5.7,8.9,3.5,True,265,True,True,Active,2026-07-31T19:24:42.971289+00:00
daf50f3f-d304-4183-b89c-4de7be19bc39,bengaluru,Banashankari Smart Parking,12.873203,77.683889,Banashankari,407,307,24.34,Multi-level,50,4.2,5.7,9.4,False,71,True,True,Active,2026-07-31T19:24:42.971300+00:00
20a18964-abb7-4d19-8f6a-21e65fbc35e2,bengaluru,Electronic City Transit Parking,12.991539,77.589222,Electronic City,332,52,84.23,Mall Parking,20,5.2,4.2,5.6,True,543,True,False,Active,2026-07-31T19:24:42.971313+00:00
0ce6d994-0fe4-4dc2-8375-20978e0538d9,bengaluru,HSR Layout Parking Zone,12.970715,77.740729,HSR Layout,343,93,72.76,Mall Parking,60,5.8,7.6,4.6,True,397,False,True,Active,2026-07-31T19:24:42.971326+00:00
1da340d4-bc74-4ddb-85b6-d69a91923045,bengaluru,MG Road Public Parking,12.987688,77.697803,MG Road,147,56,61.24,Open Lot,60,8.9,9.8,9.9,True,151,False,False,Active,2026-07-31T19:24:42.971339+00:00
27345b73-4c23-4b58-919c-2a80c55dabd4,bengaluru,Yelahanka Smart Parking,12.90241,77.561889,Yelahanka,406,343,15.44,Open Lot,60,7.4,9.3,6.3,True,476,False,False,Active,2026-07-31T19:24:42.971352+00:00
4c734c6c-7169-41f6-9f23-c84d63e93668,bengaluru,HSR Layout Parking Zone,12.965152,77.695531,HSR Layout,163,103,36.2,Open Lot,60,7.6,9.2,7.7,True,156,True,True,Active,2026-07-31T19:24:42.971364+00:00
520a9648-0b3f-49d5-bb16-73cbc3caa5cb,bengaluru,HSR Layout Public Parking,12.814806,77.64243,HSR Layout,58,35,38.78,Underground,30,6.5,7.5,8.0,True,457,True,False,Active,2026-07-31T19:24:42.971377+00:00
84492056-46b0-4a08-9681-ae1800b4e519,bengaluru,Banashankari Public Parking,12.982998,77.546531,Banashankari,413,120,70.93,Underground,60,5.4,6.5,6.1,True,203,True,False,Active,2026-07-31T19:24:42.971389+00:00
8c378500-124a-4da5-b3d6-e12cf7a15c2d,bengaluru,Whitefield Parking Zone,12.985863,77.656118,Whitefield,278,152,45.1,Open Lot,50,4.6,3.2,8.0,True,343,False,True,Active,2026-07-31T19:24:42.971401+00:00
d0c987ae-114f-49ee-a4ad-1d5c35fc3979,bengaluru,Koramangala Smart Parking,12.863174,77.787245,Koramangala,362,191,46.98,Street,50,3.5,5.3,6.0,False,736,False,True,Active,2026-07-31T19:24:42.971414+00:00
62b766ff-cb26-4361-9f8a-642c8be5acf7,bengaluru,Indiranagar Parking Zone,12.892528,77.558312,Indiranagar,211,46,77.8,Street,30,3.2,4.1,8.2,False,779,False,False,Active,2026-07-31T19:24:42.971426+00:00
cbd61ab9-5ca3-4e6e-969a-ba73af6566f5,bengaluru,Bellandur Smart Parking,13.091855,77.642267,Bellandur,390,58,85.08,Street,60,4.0,5.0,7.6,False,574,False,True,Active,2026-07-31T19:24:42.971438+00:00
e4b5fc8c-3186-4a65-bebe-7a41afec20cd,bengaluru,Yelahanka Transit Parking,12.956414,77.545149,Yelahanka,412,272,33.76,Multi-level,20,4.2,8.2,6.1,False,454,True,True,Active,2026-07-31T19:24:42.971450+00:00
5698dea3-3d64-4929-a5a9-d38a2413a963,bengaluru,Banashankari Transit Parking,12.913214,77.751939,Banashankari,407,166,59.14,Underground,40,7.4,9.2,8.4,True,297,True,True,Active,2026-07-31T19:24:42.971463+00:00
d01cbcf3-d3b0-43e3-9b5c-f178cec407dc,bengaluru,Hebbal Parking Zone,13.051469,77.654085,Hebbal,354,54,84.69,Street,60,4.8,5.1,5.5,True,562,False,True,Active,2026-07-31T19:24:42.971477+00:00
b2a15b20-407c-4585-b5d1-e15c1bd2b032,bengaluru,Rajajinagar Public Parking,12.842045,77.70337,Rajajinagar,247,83,66.35,Multi-level,40,4.6,3.4,6.6,True,302,False,False,Active,2026-07-31T19:24:42.971490+00:00
4de99632-504e-405a-813b-f3d5eed1312b,bengaluru,MG Road Smart Parking,13.022371,77.744876,MG Road,330,72,77.88,Underground,30,5.2,6.4,3.2,True,140,True,True,Active,2026-07-31T19:24:42.971503+00:00
d04e4516-206b-4de2-9665-f6915dae2ec0,bengaluru,Whitefield Smart Parking,12.808813,77.527581,Whitefield,396,283,28.49,Multi-level,30,3.9,8.4,5.5,False,399,False,False,Active,2026-07-31T19:24:42.971515+00:00
e3408b8b-b0c9-429d-83ef-cd04fa3ce041,bengaluru,Yelahanka Smart Parking,12.841564,77.769408,Yelahanka,118,70,40.14,Open Lot,20,3.9,3.1,8.3,False,775,False,True,Active,2026-07-31T19:24:42.971528+00:00
2327b2d5-e45c-4124-bfe7-272fb103f7da,bengaluru,Malleshwaram Smart Parking,13.093092,77.659641,Malleshwaram,182,27,85.08,Underground,50,6.7,7.0,8.0,True,308,True,False,Active,2026-07-31T19:24:42.971540+00:00
e01d01e9-ee3e-45b1-9df2-1e23dae475ce,bengaluru,Jayanagar Parking Zone,12.818793,77.749811,Jayanagar,437,367,15.8,Mall Parking,20,1.0,4.3,3.1,False,715,False,True,Active,2026-07-31T19:24:42.971553+00:00
0fc05c7b-9c81-4302-a70a-95a3737da807,bengaluru,MG Road Public Parking,13.056619,77.607156,MG Road,464,232,49.89,Open Lot,50,5.6,5.9,7.3,True,248,False,True,Active,2026-07-31T19:24:42.971565+00:00
346bdf49-acf5-4d36-94cb-859a58be96e3,bengaluru,Jayanagar Transit Parking,12.816128,77.792747,Jayanagar,114,7,93.06,Street,60,4.3,4.1,9.3,False,82,True,True,Active,2026-07-31T19:24:42.971578+00:00
d8c439d6-dc41-4155-b4f2-9b222a754388,bengaluru,Indiranagar Transit Parking,13.050496,77.799862,Indiranagar,429,39,90.71,Multi-level,30,7.5,9.5,8.6,True,265,False,True,Active,2026-07-31T19:24:42.971590+00:00
2b91779b-34dc-428f-8d7c-74815e3c53f1,bengaluru,Koramangala Parking Zone,12.99354,77.770876,Koramangala,73,64,11.33,Street,40,7.1,8.0,8.7,True,529,True,True,Active,2026-07-31T19:24:42.971609+00:00
0b50d73c-4d1b-49ac-9c88-646d69e348b7,bengaluru,Electronic City Transit Parking,12.8869,77.522937,Electronic City,115,99,13.07,Open Lot,30,4.4,6.4,3.3,True,233,True,True,Active,2026-07-31T19:24:42.971623+00:00
067214a3-52d8-41c8-84c0-18ba309f50de,bengaluru,Hebbal Parking Zone,12.953942,77.599967,Hebbal,116,68,40.64,Multi-level,30,7.2,5.8,8.6,True,81,False,False,Active,2026-07-31T19:24:42.971636+00:00
c958463d-1146-4154-8fc2-9d27f0e6f37a,bengaluru,Koramangala Public Parking,13.052939,77.759349,Koramangala,383,73,80.83,Street,20,2.2,6.9,3.5,False,360,True,False,Active,2026-07-31T19:24:42.971648+00:00
1111b8bc-cdd4-486e-9ea7-5a25b6338389,bengaluru,MG Road Public Parking,12.891981,77.538977,MG Road,304,260,14.21,Street,50,4.2,4.3,9.8,False,295,False,False,Active,2026-07-31T19:24:42.971661+00:00
87416cbf-f238-4ae3-b584-38b086e07dad,bengaluru,Jayanagar Transit Parking,13.081663,77.696091,Jayanagar,443,125,71.71,Multi-level,50,4.6,6.3,3.1,True,771,True,True,Active,2026-07-31T19:24:42.971674+00:00
07f5a776-dfa0-4f66-b036-e3d045e41ca2,bengaluru,Brigade Road Parking Zone,12.937879,77.786204,Brigade Road,147,33,77.44,Mall Parking,60,5.4,5.6,9.1,False,115,False,True,Active,2026-07-31T19:24:42.971689+00:00
91462eae-9abb-4097-87d3-a21f34146923,bengaluru,MG Road Public Parking,12.970111,77.583713,MG Road,158,31,80.2,Underground,20,6.7,7.6,6.8,True,509,False,True,Active,2026-07-31T19:24:42.971703+00:00
1780a901-6662-40a7-853b-38ec40d9bbca,bengaluru,Whitefield Transit Parking,12.955839,77.693453,Whitefield,445,96,78.36,Street,30,6.7,7.9,5.3,True,167,True,True,Active,2026-07-31T19:24:42.971716+00:00
7bb835c4-e4ab-4ceb-8512-f33fef616080,bengaluru,Rajajinagar Smart Parking,12.903368,77.539065,Rajajinagar,264,25,90.4,Mall Parking,30,5.8,10.0,6.4,False,79,True,True,Active,2026-07-31T19:24:42.971729+00:00
2b8a542c-9848-4677-96b0-e3281a14ee6a,bengaluru,Indiranagar Parking Zone,13.040604,77.598203,Indiranagar,282,241,14.49,Open Lot,50,3.8,4.0,3.6,True,415,False,True,Active,2026-07-31T19:24:42.971745+00:00
c0f7b320-9ee4-486b-ade9-00aeb522dfb7,bengaluru,Marathahalli Smart Parking,13.098735,77.788953,Marathahalli,315,170,45.94,Street,20,5.3,7.5,3.0,True,721,False,False,Active,2026-07-31T19:24:42.971757+00:00
0e93575f-4c28-4efe-9e98-31b3b4d2c693,bengaluru,MG Road Public Parking,12.970822,77.533702,MG Road,177,45,74.33,Multi-level,30,2.4,4.1,3.9,False,359,True,True,Active,2026-07-31T19:24:42.971770+00:00
91b614e3-2bbb-4a22-a603-250dcc679b59,bengaluru,HSR Layout Parking Zone,12.929823,77.525139,HSR Layout,202,16,91.88,Mall Parking,50,3.5,4.9,3.7,True,222,True,False,Active,2026-07-31T19:24:42.971796+00:00
933e10c0-9e4d-4f03-b466-c752998796d0,bengaluru,Whitefield Public Parking,12.934895,77.760837,Whitefield,440,60,86.14,Multi-level,20,3.8,7.3,5.0,False,732,False,False,Active,2026-07-31T19:24:42.971811+00:00
7e0e9e07-b17b-4ab9-a74b-9f6f4327471d,bengaluru,Whitefield Parking Zone,12.936521,77.64574,Whitefield,394,157,60.13,Multi-level,60,7.5,9.3,6.7,True,327,True,True,Active,2026-07-31T19:24:42.971824+00:00
7d206759-3972-4d84-ad69-3a6c5b5cf50e,bengaluru,Koramangala Parking Zone,12.874853,77.665206,Koramangala,383,81,78.79,Open Lot,40,6.9,7.9,6.1,True,151,False,False,Active,2026-07-31T19:24:42.971836+00:00
6273e40e-2b49-4449-920f-194fd546be01,bengaluru,Marathahalli Parking Zone,12.913272,77.670942,Marathahalli,425,55,86.89,Multi-level,20,4.5,9.9,3.4,False,745,True,True,Active,2026-07-31T19:24:42.971849+00:00
2090258f-0048-4823-bf1d-c99cbd07255d,bengaluru,Whitefield Public Parking,13.095041,77.692629,Whitefield,435,69,83.99,Underground,50,3.8,6.9,5.8,False,786,True,True,Active,2026-07-31T19:24:42.971862+00:00
0aafe011-ca97-4ddf-97c5-e71de5da0a8a,bengaluru,Malleshwaram Transit Parking,13.060235,77.594758,Malleshwaram,73,4,93.78,Open Lot,20,8.0,9.8,8.9,True,235,True,True,Active,2026-07-31T19:24:42.971875+00:00
eabd6a8c-abe5-4600-a59a-bdfa9a82a70f,bengaluru,Yelahanka Parking Zone,12.820535,77.630179,Yelahanka,60,3,94.27,Street,50,7.5,9.9,6.1,True,498,False,True,Active,2026-07-31T19:24:42.971890+00:00
03b67488-88c2-4685-b0fe-0f5c1092ec59,bengaluru,Electronic City Transit Parking,13.062942,77.619343,Electronic City,120,92,22.86,Underground,20,5.9,5.9,7.0,True,144,True,True,Active,2026-07-31T19:24:42.971903+00:00
32e94628-aba4-4d81-a5e3-faa95f2b616e,bengaluru,Koramangala Smart Parking,12.965813,77.686216,Koramangala,489,273,44.11,Mall Parking,40,4.8,5.4,4.9,True,403,True,False,Active,2026-07-31T19:24:42.971917+00:00
c4b1aaa5-12fb-4a1a-852a-8517b096a16a,bengaluru,Jayanagar Parking Zone,13.011025,77.661902,Jayanagar,144,121,15.52,Street,60,2.3,5.2,3.9,False,709,False,True,Active,2026-07-31T19:24:42.971931+00:00
09579f94-5c9e-4c01-9dff-e5cac20af466,bengaluru,Malleshwaram Transit Parking,13.044999,77.775826,Malleshwaram,160,43,73.07,Open Lot,40,4.8,5.3,5.2,True,454,False,True,Active,2026-07-31T19:24:42.971945+00:00
fab44cbe-33ce-4f93-b041-b4d737d776e1,bengaluru,Koramangala Parking Zone,13.064521,77.733842,Koramangala,456,268,41.15,Underground,40,3.5,5.0,5.7,False,294,False,True,Active,2026-07-31T19:24:42.971958+00:00
d726d1d3-2a38-49a4-b9d8-27e2573bdfeb,bengaluru,Jayanagar Smart Parking,13.030961,77.628039,Jayanagar,297,122,58.65,Multi-level,60,6.6,6.2,8.8,True,107,False,False,Active,2026-07-31T19:24:42.971971+00:00
b767cd64-cbcd-4fe3-ac9d-9f6140bf9028,bengaluru,Marathahalli Public Parking,12.945994,77.786343,Marathahalli,154,112,27.05,Multi-level,60,6.7,8.3,8.0,True,147,False,True,Active,2026-07-31T19:24:42.971984+00:00
