road_name,area,latitude,longitude,road_type,hour,date,congestion_level,average_speed_kmh,vehicle_density,delay_minutes,traffic_percentage,road_capacity_vph,road_width_m,signal_count,peak_hour,accident_probability,traffic_direction,is_road_closed,weather_condition,data_source
Outer Ring Road (E),Marathahalli,12.960431,77.694594,ring_road,4,2024-01-05,0.113,56.1,24.1,0.2,11.3,6000,60,3,0,0.037,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960019,77.695129,ring_road,5,2024-01-05,0.148,49.9,37.2,0.3,14.8,6000,60,1,0,0.042,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960915,77.699663,ring_road,6,2024-01-05,0.387,42.8,94.6,0.9,38.7,6000,60,0,0,0.078,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961875,77.698974,ring_road,7,2024-01-05,0.927,15.1,214.9,6.7,92.7,6000,60,3,1,0.159,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960769,77.698708,ring_road,8,2024-01-05,0.914,10.5,269.9,6.3,91.4,6000,60,0,1,0.157,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959104,77.696487,ring_road,9,2024-01-05,0.838,15.6,248.3,4.5,83.8,6000,60,1,1,0.146,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.958354,77.696199,ring_road,10,2024-01-05,0.434,35.4,104.9,1.1,43.4,6000,60,1,0,0.085,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959942,77.699616,ring_road,11,2024-01-05,0.381,38.8,82.7,0.9,38.1,6000,60,2,0,0.077,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961081,77.699929,ring_road,12,2024-01-05,0.521,32.2,112.5,1.4,52.1,6000,60,2,0,0.098,outbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.960752,77.696832,ring_road,13,2024-01-05,0.505,33.0,131.4,1.4,50.5,6000,60,2,0,0.096,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.95709,77.700084,ring_road,14,2024-01-05,0.533,34.1,157.8,1.5,53.3,6000,60,3,0,0.1,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.95902,77.698288,ring_road,15,2024-01-05,0.389,41.5,100.1,0.9,38.9,6000,60,3,0,0.078,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959231,77.695311,ring_road,16,2024-01-05,0.39,37.9,97.0,0.9,39.0,6000,60,0,0,0.078,one_way,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.95703,77.697315,ring_road,17,2024-01-05,0.844,15.3,203.2,4.6,84.4,6000,60,0,1,0.147,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.956423,77.698775,ring_road,18,2024-01-05,0.781,20.1,173.7,3.6,78.1,6000,60,0,1,0.137,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961293,77.695119,ring_road,19,2024-01-05,0.814,17.5,166.7,4.0,81.4,6000,60,0,1,0.142,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960551,77.699361,ring_road,20,2024-01-05,0.843,16.9,197.3,4.6,84.3,6000,60,3,1,0.196,outbound,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.961634,77.698255,ring_road,21,2024-01-05,0.387,39.7,94.2,0.9,38.7,6000,60,1,0,0.128,one_way,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.957681,77.695481,ring_road,22,2024-01-05,0.135,51.2,30.1,0.2,13.5,6000,60,0,0,0.09,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.95985,77.695845,ring_road,23,2024-01-05,0.176,48.7,42.0,0.3,17.6,6000,60,2,0,0.096,both,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.961115,77.698047,ring_road,0,2024-01-06,0.117,51.5,24.8,0.2,11.7,6000,60,0,0,0.037,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959568,77.697237,ring_road,1,2024-01-06,0.116,53.4,26.5,0.2,11.6,6000,60,2,0,0.037,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960554,77.699379,ring_road,2,2024-01-06,0.158,50.8,33.8,0.3,15.8,6000,60,3,0,0.044,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960459,77.699783,ring_road,3,2024-01-06,0.204,46.9,56.0,0.4,20.4,6000,60,3,0,0.051,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959887,77.696205,ring_road,4,2024-01-06,0.135,54.6,27.8,0.2,13.5,6000,60,2,0,0.04,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959254,77.694804,ring_road,5,2024-01-06,0.187,52.6,44.2,0.3,18.7,6000,60,1,0,0.048,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961467,77.694989,ring_road,6,2024-01-06,0.392,39.2,85.5,0.9,39.2,6000,60,3,0,0.079,both,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.960859,77.695157,ring_road,7,2024-01-06,0.894,16.8,260.2,5.7,89.4,6000,60,0,1,0.154,inbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.960355,77.698812,ring_road,8,2024-01-06,0.912,12.2,266.4,6.2,91.2,6000,60,2,1,0.157,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.96127,77.694272,ring_road,9,2024-01-06,0.839,17.7,236.6,4.5,83.9,6000,60,2,1,0.146,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.96026,77.694744,ring_road,10,2024-01-06,0.444,34.6,116.1,1.1,44.4,6000,60,0,0,0.087,one_way,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.956743,77.698676,ring_road,11,2024-01-06,0.355,43.6,84.6,0.8,35.5,6000,60,0,0,0.073,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.956191,77.698305,ring_road,12,2024-01-06,0.555,32.2,119.9,1.6,55.5,6000,60,2,0,0.103,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.958705,77.694847,ring_road,13,2024-01-06,0.525,34.1,147.7,1.5,52.5,6000,60,0,0,0.099,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.9617,77.69969,ring_road,14,2024-01-06,0.564,31.5,147.5,1.7,56.4,6000,60,3,0,0.105,both,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.960185,77.696551,ring_road,15,2024-01-06,0.407,38.0,122.0,1.0,40.7,6000,60,0,0,0.081,one_way,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.958995,77.699041,ring_road,16,2024-01-06,0.406,38.8,117.3,0.9,40.6,6000,60,0,0,0.081,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961229,77.696423,ring_road,17,2024-01-06,0.834,19.4,227.0,4.4,83.4,6000,60,0,1,0.145,both,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.956864,77.694792,ring_road,18,2024-01-06,0.761,23.2,190.2,3.3,76.1,6000,60,3,1,0.134,outbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.957323,77.699182,ring_road,19,2024-01-06,0.766,22.4,207.6,3.4,76.6,6000,60,3,1,0.135,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960489,77.696388,ring_road,20,2024-01-06,0.778,22.1,193.7,3.5,77.8,6000,60,3,1,0.187,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961948,77.697989,ring_road,21,2024-01-06,0.385,42.4,78.3,0.9,38.5,6000,60,3,0,0.128,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959184,77.700011,ring_road,22,2024-01-06,0.153,53.0,32.5,0.3,15.3,6000,60,3,0,0.093,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960015,77.695329,ring_road,23,2024-01-06,0.134,54.5,32.5,0.2,13.4,6000,60,1,0,0.09,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959919,77.697554,ring_road,0,2024-01-07,0.157,54.9,34.5,0.3,15.7,6000,60,3,0,0.044,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.956202,77.699501,ring_road,1,2024-01-07,0.167,52.2,41.7,0.3,16.7,6000,60,2,0,0.045,both,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.960723,77.69998,ring_road,2,2024-01-07,0.193,48.2,46.5,0.4,19.3,6000,60,2,0,0.049,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961587,77.699371,ring_road,3,2024-01-07,0.205,51.9,44.3,0.4,20.5,6000,60,3,0,0.051,one_way,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.960037,77.695665,ring_road,4,2024-01-07,0.148,51.8,36.3,0.3,14.8,6000,60,1,0,0.042,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.957792,77.698687,ring_road,5,2024-01-07,0.112,52.1,27.4,0.2,11.2,6000,60,2,0,0.037,inbound,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.961553,77.698538,ring_road,6,2024-01-07,0.361,44.1,104.4,0.8,36.1,6000,60,3,0,0.074,one_way,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.962026,77.696098,ring_road,7,2024-01-07,0.841,16.8,179.2,4.5,84.1,6000,60,3,1,0.146,one_way,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.960633,77.698147,ring_road,8,2024-01-07,0.889,16.4,259.5,5.6,88.9,6000,60,3,1,0.153,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961404,77.697363,ring_road,9,2024-01-07,0.877,15.9,183.6,5.3,87.7,6000,60,2,1,0.151,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961312,77.699241,ring_road,10,2024-01-07,0.354,44.5,88.1,0.8,35.4,6000,60,1,0,0.073,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961353,77.699494,ring_road,11,2024-01-07,0.432,35.4,97.0,1.0,43.2,6000,60,1,0,0.085,inbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.96191,77.695379,ring_road,12,2024-01-07,0.516,33.3,112.2,1.4,51.6,6000,60,2,0,0.097,one_way,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.961733,77.694165,ring_road,13,2024-01-07,0.489,36.0,109.7,1.3,48.9,6000,60,3,0,0.093,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.95708,77.697067,ring_road,14,2024-01-07,0.471,36.0,117.1,1.2,47.1,6000,60,1,0,0.091,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961958,77.697846,ring_road,15,2024-01-07,0.391,42.4,78.6,0.9,39.1,6000,60,3,0,0.079,both,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.957509,77.695907,ring_road,16,2024-01-07,0.365,38.7,92.7,0.8,36.5,6000,60,3,0,0.075,outbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.956568,77.697259,ring_road,17,2024-01-07,0.775,21.4,197.8,3.5,77.5,6000,60,3,1,0.136,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.95957,77.699804,ring_road,18,2024-01-07,0.829,15.2,239.6,4.3,82.9,6000,60,1,1,0.144,outbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.959505,77.697192,ring_road,19,2024-01-07,0.765,24.0,202.2,3.3,76.5,6000,60,1,1,0.135,one_way,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.95665,77.694226,ring_road,20,2024-01-07,0.752,24.3,198.9,3.2,75.2,6000,60,3,1,0.183,inbound,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.959098,77.695941,ring_road,21,2024-01-07,0.355,42.5,92.8,0.8,35.5,6000,60,0,0,0.123,inbound,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.957795,77.694419,ring_road,22,2024-01-07,0.163,51.8,33.0,0.3,16.3,6000,60,1,0,0.094,outbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.957913,77.699371,ring_road,23,2024-01-07,0.2,51.2,59.9,0.4,20.0,6000,60,1,0,0.1,one_way,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.96053,77.699525,ring_road,0,2024-01-08,0.17,51.0,37.9,0.3,17.0,6000,60,1,0,0.046,inbound,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.961962,77.6986,ring_road,1,2024-01-08,0.134,51.2,36.0,0.2,13.4,6000,60,2,0,0.04,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961213,77.698728,ring_road,2,2024-01-08,0.138,52.5,33.0,0.2,13.8,6000,60,1,0,0.041,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.96002,77.699923,ring_road,3,2024-01-08,0.169,50.0,49.6,0.3,16.9,6000,60,0,0,0.045,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.958124,77.699884,ring_road,4,2024-01-08,0.168,53.4,47.3,0.3,16.8,6000,60,0,0,0.045,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.958133,77.697989,ring_road,5,2024-01-08,0.112,55.9,33.3,0.2,11.2,6000,60,0,0,0.037,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959718,77.698995,ring_road,6,2024-01-08,0.406,40.9,116.4,0.9,40.6,6000,60,2,0,0.081,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960166,77.695223,ring_road,7,2024-01-08,0.861,14.4,209.3,4.9,86.1,6000,60,1,1,0.149,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.956321,77.698108,ring_road,8,2024-01-08,0.898,13.6,251.1,5.8,89.8,6000,60,0,1,0.155,outbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.960878,77.699528,ring_road,9,2024-01-08,0.895,17.0,242.8,5.7,89.5,6000,60,2,1,0.154,one_way,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.960585,77.696647,ring_road,10,2024-01-08,0.418,37.4,119.8,1.0,41.8,6000,60,2,0,0.083,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961814,77.696052,ring_road,11,2024-01-08,0.421,40.7,125.3,1.0,42.1,6000,60,2,0,0.083,both,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.961395,77.696265,ring_road,12,2024-01-08,0.512,31.5,115.1,1.4,51.2,6000,60,1,0,0.097,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.957197,77.695929,ring_road,13,2024-01-08,0.532,33.9,148.0,1.5,53.2,6000,60,3,0,0.1,both,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.96111,77.696978,ring_road,14,2024-01-08,0.515,32.9,153.6,1.4,51.5,6000,60,3,0,0.097,inbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.957442,77.698734,ring_road,15,2024-01-08,0.438,36.8,122.0,1.1,43.8,6000,60,3,0,0.086,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.958514,77.698596,ring_road,16,2024-01-08,0.396,37.5,89.9,0.9,39.6,6000,60,0,0,0.079,inbound,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.960024,77.698664,ring_road,17,2024-01-08,0.757,22.3,205.7,3.3,75.7,6000,60,0,1,0.134,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959765,77.697768,ring_road,18,2024-01-08,0.768,21.4,225.8,3.4,76.8,6000,60,3,1,0.135,one_way,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.961597,77.694165,ring_road,19,2024-01-08,0.824,17.0,222.4,4.2,82.4,6000,60,3,1,0.144,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961214,77.699043,ring_road,20,2024-01-08,0.837,15.6,205.6,4.4,83.7,6000,60,2,1,0.196,one_way,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.960038,77.696443,ring_road,21,2024-01-08,0.439,40.2,107.5,1.1,43.9,6000,60,1,0,0.136,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959109,77.698984,ring_road,22,2024-01-08,0.145,52.2,39.8,0.3,14.5,6000,60,3,0,0.092,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.958719,77.69684,ring_road,23,2024-01-08,0.185,47.7,48.5,0.3,18.5,6000,60,0,0,0.098,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960377,77.697417,ring_road,0,2024-01-09,0.192,50.5,55.4,0.4,19.2,6000,60,1,0,0.049,inbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.9566,77.696725,ring_road,1,2024-01-09,0.185,47.8,37.6,0.3,18.5,6000,60,2,0,0.048,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960074,77.695773,ring_road,2,2024-01-09,0.134,56.1,34.0,0.2,13.4,6000,60,0,0,0.04,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.958942,77.697206,ring_road,3,2024-01-09,0.142,51.8,38.4,0.2,14.2,6000,60,2,0,0.041,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960761,77.697479,ring_road,4,2024-01-09,0.169,53.0,35.4,0.3,16.9,6000,60,3,0,0.045,both,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.957487,77.699976,ring_road,5,2024-01-09,0.177,49.9,42.6,0.3,17.7,6000,60,3,0,0.047,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.957419,77.697145,ring_road,6,2024-01-09,0.4,42.6,99.5,0.9,40.0,6000,60,2,0,0.08,inbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.960455,77.697759,ring_road,7,2024-01-09,0.834,19.9,235.1,4.4,83.4,6000,60,2,1,0.145,both,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.960778,77.697588,ring_road,8,2024-01-09,0.888,17.7,202.3,5.5,88.8,6000,60,2,1,0.153,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.95963,77.695327,ring_road,9,2024-01-09,0.928,14.7,278.1,6.7,92.8,6000,60,1,1,0.159,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.956103,77.69713,ring_road,10,2024-01-09,0.4,40.8,111.1,0.9,40.0,6000,60,3,0,0.08,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960099,77.695696,ring_road,11,2024-01-09,0.374,43.2,80.4,0.8,37.4,6000,60,0,0,0.076,outbound,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.95667,77.694516,ring_road,12,2024-01-09,0.506,36.9,113.3,1.4,50.6,6000,60,0,0,0.096,outbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.960242,77.694466,ring_road,13,2024-01-09,0.52,34.3,121.1,1.4,52.0,6000,60,0,0,0.098,inbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.961719,77.696237,ring_road,14,2024-01-09,0.556,33.6,165.9,1.6,55.6,6000,60,0,0,0.103,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.957984,77.694811,ring_road,15,2024-01-09,0.39,41.6,83.2,0.9,39.0,6000,60,3,0,0.078,inbound,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.95626,77.698416,ring_road,16,2024-01-09,0.395,40.1,87.4,0.9,39.5,6000,60,3,0,0.079,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960083,77.696709,ring_road,17,2024-01-09,0.752,24.5,167.1,3.2,75.2,6000,60,2,1,0.133,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961228,77.698494,ring_road,18,2024-01-09,0.756,21.3,190.3,3.2,75.6,6000,60,2,1,0.133,one_way,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.956798,77.696841,ring_road,19,2024-01-09,0.758,19.6,175.2,3.3,75.8,6000,60,2,1,0.134,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960198,77.699199,ring_road,20,2024-01-09,0.848,16.8,232.6,4.7,84.8,6000,60,2,1,0.197,inbound,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.957129,77.696181,ring_road,21,2024-01-09,0.372,42.6,107.1,0.8,37.2,6000,60,2,0,0.126,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959484,77.696526,ring_road,22,2024-01-09,0.207,51.1,47.3,0.4,20.7,6000,60,3,0,0.101,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960149,77.698771,ring_road,23,2024-01-09,0.159,51.0,36.2,0.3,15.9,6000,60,0,0,0.094,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.957629,77.696664,ring_road,0,2024-01-10,0.197,47.9,55.7,0.4,19.7,6000,60,0,0,0.05,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.957059,77.696938,ring_road,1,2024-01-10,0.2,49.5,44.0,0.4,20.0,6000,60,1,0,0.05,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961362,77.698587,ring_road,2,2024-01-10,0.186,53.5,51.9,0.3,18.6,6000,60,1,0,0.048,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.958478,77.69963,ring_road,3,2024-01-10,0.2,47.3,58.5,0.4,20.0,6000,60,0,0,0.05,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.962081,77.698713,ring_road,4,2024-01-10,0.118,55.3,32.2,0.2,11.8,6000,60,2,0,0.038,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.957276,77.695591,ring_road,5,2024-01-10,0.148,52.8,35.1,0.3,14.8,6000,60,3,0,0.042,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961576,77.694429,ring_road,6,2024-01-10,0.372,41.3,108.2,0.8,37.2,6000,60,0,0,0.076,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.956669,77.696431,ring_road,7,2024-01-10,0.838,15.7,189.0,4.5,83.8,6000,60,1,1,0.146,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.958132,77.698339,ring_road,8,2024-01-10,0.889,15.1,226.1,5.6,88.9,6000,60,0,1,0.153,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.957878,77.694924,ring_road,9,2024-01-10,0.913,12.5,190.3,6.2,91.3,6000,60,3,1,0.157,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.957426,77.698532,ring_road,10,2024-01-10,0.397,37.7,97.7,0.9,39.7,6000,60,0,0,0.08,both,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.956106,77.699315,ring_road,11,2024-01-10,0.353,42.3,76.5,0.8,35.3,6000,60,2,0,0.073,inbound,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.95977,77.69694,ring_road,12,2024-01-10,0.537,30.2,143.1,1.5,53.7,6000,60,1,0,0.101,one_way,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.95849,77.696075,ring_road,13,2024-01-10,0.512,36.2,114.9,1.4,51.2,6000,60,1,0,0.097,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960886,77.700021,ring_road,14,2024-01-10,0.547,34.6,155.9,1.6,54.7,6000,60,0,0,0.102,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.956142,77.697904,ring_road,15,2024-01-10,0.42,40.1,125.2,1.0,42.0,6000,60,0,0,0.083,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961152,77.699775,ring_road,16,2024-01-10,0.424,40.9,122.2,1.0,42.4,6000,60,1,0,0.084,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959368,77.696712,ring_road,17,2024-01-10,0.804,16.1,161.6,3.9,80.4,6000,60,1,1,0.141,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.958255,77.699237,ring_road,18,2024-01-10,0.795,18.9,232.0,3.8,79.5,6000,60,1,1,0.139,inbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960666,77.698348,ring_road,19,2024-01-10,0.84,17.1,205.6,4.5,84.0,6000,60,1,1,0.146,inbound,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.956886,77.695868,ring_road,20,2024-01-10,0.783,17.7,177.3,3.6,78.3,6000,60,2,1,0.187,one_way,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.960214,77.69966,ring_road,21,2024-01-10,0.376,41.6,111.1,0.8,37.6,6000,60,2,0,0.126,inbound,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.958049,77.699178,ring_road,22,2024-01-10,0.188,51.8,45.5,0.3,18.8,6000,60,2,0,0.098,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960855,77.69581,ring_road,23,2024-01-10,0.201,49.5,40.3,0.4,20.1,6000,60,0,0,0.1,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960211,77.699588,ring_road,0,2024-01-11,0.111,56.2,27.9,0.2,11.1,6000,60,1,0,0.037,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.957931,77.698879,ring_road,1,2024-01-11,0.164,51.6,37.6,0.3,16.4,6000,60,0,0,0.045,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.958938,77.69689,ring_road,2,2024-01-11,0.155,50.1,32.4,0.3,15.5,6000,60,0,0,0.043,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.959147,77.699541,ring_road,3,2024-01-11,0.175,50.9,37.6,0.3,17.5,6000,60,3,0,0.046,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960592,77.695004,ring_road,4,2024-01-11,0.126,54.7,32.7,0.2,12.6,6000,60,2,0,0.039,outbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.95758,77.698536,ring_road,5,2024-01-11,0.204,50.3,58.1,0.4,20.4,6000,60,0,0,0.051,outbound,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960047,77.69466,ring_road,6,2024-01-11,0.428,37.6,102.1,1.0,42.8,6000,60,3,0,0.084,outbound,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.960085,77.69469,ring_road,7,2024-01-11,0.904,11.2,197.9,6.0,90.4,6000,60,2,1,0.156,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.961014,77.699425,ring_road,8,2024-01-11,0.927,14.9,243.5,6.7,92.7,6000,60,3,1,0.159,outbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.95858,77.69745,ring_road,9,2024-01-11,0.856,18.4,187.9,4.8,85.6,6000,60,1,1,0.148,inbound,0,rainy,synthetic
Outer Ring Road (E),Marathahalli,12.959751,77.696244,ring_road,10,2024-01-11,0.421,35.7,96.5,1.0,42.1,6000,60,1,0,0.083,both,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.956976,77.697874,ring_road,11,2024-01-11,0.428,39.1,95.5,1.0,42.8,6000,60,3,0,0.084,one_way,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.957918,77.694749,ring_road,12,2024-01-11,0.515,31.7,119.8,1.4,51.5,6000,60,2,0,0.097,one_way,0,cloudy,synthetic
Outer Ring Road (E),Marathahalli,12.961058,77.694865,ring_road,13,2024-01-11,0.525,34.8,135.1,1.4,52.5,6000,60,3,0,0.099,one_way,0,clear,synthetic
Outer Ring Road (E),Marathahalli,12.960275,77.698474,ring_road,14,2024-01-11,0.514,34.5,137.4,1.4,51.4,6000,60,1,0,0.097,one_way,0,cloudy,synthetic
